Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Advanced Dark	REDU	AdvancedDark	Field Spell							All "Crystal Beast" monsters on the field and in the Graveyard become DARK. If "Rainbow Dragon" or "Rainbow Dark Dragon" attacks, negate the effects of the attack target during that Battle Phase. During damage calculation, if a "Crystal Beast" monster you control battles and you would take damage: You can send 1 "Crystal Beast" monster from your Deck to the Graveyard; you take no Battle Damage from that battle.
Pahunder	REDU	Pahunder	Thunder/Effect	Light	4	1300	600			Once per turn: You can Normal Summon 1 Level 4 LIGHT Thunder-Type monster from your hand, except "Pahunder", as an additional Normal Summon.
Mahunder	REDU	Mahunder	Thunder/Effect	Light	4	1400	700			Once per turn: You can Normal Summon 1 Level 4 LIGHT Thunder-Type monster from your hand, except "Mahunder", as an additional Normal Summon.
Sishunder	REDU	Sishunder	Thunder/Effect	Light	4	900	400			When this card is Normal Summoned: You can target 1 Level 4 LIGHT Thunder-Type monster with 1600 or less ATK in your Graveyard, except "Sishunder"; banish that target. During the End Phase of this turn, add that card to your hand.
Number 91: Thunder Spark Dragon	REDU	Number91ThunderSparkDragon	Dragon/Xyz/Effect	Light	*4	2400	2000			3 Level 4 monsters. Once per turn, you can activate 1 of these effects. *Detach 3 Xyz Materials from this card; destroy all other face-up monsters on the field. *Detach 5 Xyz Materials from this card; destroy all cards your opponent controls.
Spirit Converter	REDU	SpiritConverter	Continuous Spell							Once per turn: You can target 1 Xyz Monster you control; attach 1 Level 4 LIGHT monster you control to that target as an Xyz Material. When this card is sent from the field to the Graveyard: Target 2 Level 4 LIGHT Thunder-Type monsters with the same name in your Graveyard; add those targets to your hand.
Ignoble Knight of Black Laundsallyn	ABYR	IgnobleKnightofBlackLaundsallyn	Warrior/Effect	Dark	5	2000	800			You can send 1 face-up LIGHT Normal Monster you control to the Graveyard; Special Summon this card from your hand or Graveyard. You can Tribute 1 "Noble Knight" monster; add 1 "Noble Arms" card from your Deck to your hand. You can only use this effect of "Ignoble Knight of Black Laundsallyn" once per turn. You can control only 1 face-up "Ignoble Knight of Black Laundsallyn".
Gagaga Caesar	ABYR	GagagaCaesar	Warrior/Effect	Earth	3	1800	600			Cannot attack unless you control another face-up "Gagaga" monster. Once per turn: You can banish 1 monster from your Graveyard that has a Level; the Levels of all face-up "Gagaga" monsters you currently control become the Level of that monster. This card cannot be used as a Synchro Material Monster.
Achacha Chanbara	ABYR	AchachaChanbara	Warrior/Effect	Fire	3	1400	400			During either player's turn, when a card or effect is activated that will inflict damage when it resolves: You can Special Summon this card from your hand, and if you do, inflict 400 damage to your opponent.
Mogmole	ABYR	Mogmole	Beast/Effect	Earth	2	800	800			When this card on the field is destroyed and sent to the Graveyard: You can Special Summon it from your Graveyard in face-up Defense Position. You can only use the effect of "Mogmole" once per Duel.
Grandram	ABYR	Grandram	Rock/Effect	Earth	4	0	1400			If your opponent controls a face-up Xyz Monster, you can Special Summon this card (from your hand) in face-up Attack Position.
Tripod Fish	ABYR	TripodFish	Fish/Effect	Water	3	300	1300			When this card is Special Summoned from the Graveyard: You can target 1 face-up Fish, Sea Serpent, or Aqua-Type monster on the field; increase its Level by 1.
Deep Sweeper	ABYR	DeepSweeper	Fish/Effect	Water	4	1600	1300			You can Tribute this card to target 1 Spell/Trap Card on the field; destroy that target.
Heroic Challenger - Extra Sword	ABYR	HeroicChallengerExtraSword	Warrior/Effect	Earth	4	1000	1000			An Xyz Monster that was Summoned using this card as Xyz Material gains this effect. *When it is Xyz Summoned: It gains 1000 ATK.
Heroic Challenger - Night Watchman	ABYR	HeroicChallengerNightWatchman	Warrior/Effect	Earth	4	1200	300			Before damage calculation, if this card attacks a Defense Position monster your opponent controls: You can destroy that monster.
Planet Pathfinder	ABYR	PlanetPathfinder	Machine/Effect	Earth	4	1000	1000			You can Tribute this card; add 1 Field Spell Card from your Deck to your hand.
Heraldic Beast Aberconway	ABYR	HeraldicBeastAberconway	Dragon/Effect	Wind	4	1800	900			If this card is in the Graveyard: You can banish another "Heraldic Beast Aberconway" from your Graveyard to target 1 "Heraldic Beast" monster in your Graveyard; add that target to your hand. You can only use the effect of "Heraldic Beast Aberconway" once per turn.
Heraldic Beast Berners Falcon	ABYR	HeraldicBeastBernersFalcon	Winged Beast/Effect	Wind	4	1000	1600			When this card is Summoned: You can make all face-up Level 5 or higher monsters you currently control become Level 4.
Mermail Abysslinde	ABYR	MermailAbysslinde	Aqua/Effect	Water	3	1500	1200			If this card on the field is destroyed and sent to the Graveyard: You can Special Summon 1 "Mermail" monster from your Deck, except "Mermail Abysslinde". You can only use the effect of "Mermail Abysslinde" once per turn.
Mermail Abyssgunde	ABYR	MermailAbyssgunde	Aqua/Effect	Water	3	1400	800			If this card is discarded to the Graveyard: You can target 1 "Mermail" monster in your Graveyard, except "Mermail Abyssgunde"; Special Summon that target. You can only use the effect of "Mermail Abyssgunde" once per turn.
Mermail Abysshilde	ABYR	MermailAbysshilde	Aqua/Effect	Water	3	1300	400			If this card is sent to the Graveyard: You can Special Summon 1 "Mermail" monster from your hand, except "Mermail Abysshilde". You can only use the effect of "Mermail Abysshilde" once per turn.
Mermail Abyssturge	ABYR	MermailAbyssturge	Fish/Effect	Water	4	1700	1100			When this card is Normal or Special Summoned: You can discard 1 WATER monster to the Graveyard, then target 1 Level 3 or lower WATER monster in your Graveyard; add that target to your hand. You can only use the effect of "Mermail Abyssturge" once per turn.
Mermail Abysspike	ABYR	MermailAbysspike	Fish/Effect	Water	4	1600	800			When this card is Normal or Special Summoned: You can discard 1 WATER monster to the Graveyard; add 1 Level 3 WATER monster from your Deck to your hand. You can only use effect of "Mermail Abysspike" once per turn.
Mermail Abysslung	ABYR	MermailAbysslung	Fish/Effect	Water	4	1200	1800			Your opponent cannot target face-up WATER monsters for attacks, except this one. All WATER monsters you control gain 300 ATK.
Stoic of Prophecy	ABYR	StoicofProphecy	Spellcaster/Effect	Water	1	300	200			When this card is sent to the Graveyard: Add 1 Level 3 "Prophecy" monster from your Deck to your hand.
Hermit of Prophecy	ABYR	HermitofProphecy	Spellcaster/Effect	Earth	3	1200	700			Each time a "Spellbook" Spell Card is activated, increase this card's Level by 2 and ATK by 300.
Justice of Prophecy	ABYR	JusticeofProphecy	Spellcaster/Effect	Earth	3	1600	800			During the End Phase of every turn in which you activate a "Spellbook" Spell Card: You can banish this card from the field; add both 1 Level 5 or higher LIGHT or DARK Spellcaster-Type monster and 1 "Spellbook" Spell Card from your Deck to your hand. You can only use the effect of "Justice of Prophecy" once per turn.
Emperor of Prophecy	ABYR	EmperorofProphecy	Spellcaster/Effect	Dark	5	2300	2000			You can banish both 1 face-up Spellcaster-Type monster you control, except this card, and 1 "Spellbook" Spell Card from your Graveyard to target 1 face-up monster your opponent controls; take control of that target until the End Phase. You can only use the effect of "Emperor of Prophecy" once per turn. This card cannot attack the turn you activate this effect.
Madolche Cruffssant	ABYR	MadolcheCruffssant	Beast/Effect	Earth	3	1500	1200			When this card in your possession is destroyed by your opponent's card (either by battle or by effect) and sent to your Graveyard: Shuffle this card into the Deck. Once per turn: You can target 1 face-up "Madolche" card you control, except this card; return it to the hand, and if you do, increase this card's Level by 1 and ATK by 300.
Madolche Marmalmaide	ABYR	MadolcheMarmalmaide	Spellcaster/Effect	Earth	4	800	2000			When this card in your possession is destroyed by your opponent's card (either by battle or by effect) and sent to your Graveyard: Shuffle this card into the Deck. When this card is flipped face-up: You can target 1 "Madolche" Spell/Trap Card in your Graveyard; add that target to your hand.
Madolche Messengelato	ABYR	MadolcheMessengelato	Warrior/Effect	Earth	4	1600	1000			When this card in your possession is destroyed by your opponent's card (either by battle or by effect) and sent to your Graveyard: Shuffle this card into the Deck. When this card is Special Summoned: You can add 1 "Madolche" Spell/Trap Card from your Deck to your hand. You must control a Beast-Type "Madolche" monster to activate and resolve this effect.
Abyss Warrior	ABYR	AbyssWarrior	Aqua/Effect	Water	4	1800	1300			Once per turn: You can discard 1 WATER monster to the Graveyard, then target 1 monster in either player's Graveyard; return that target to either the top or bottom of the Deck.
Snowman Creator	ABYR	SnowmanCreator	Machine/Effect	Water	4	1600	1000			When this card is Summoned: You can create a number of Ice Counters equal to the number of WATER monsters you control, place them on a face-up monster(s) your opponent controls, then, if you placed 3 or more Ice Counters by this effect, you can destroy 1 card your opponent controls.
Fishborg Planter	ABYR	FishborgPlanter	Fish/Effect	Water	2	200	200			Once, while this card is in the Graveyard: You can send the top card of your Deck to the Graveyard, then, if it is a WATER monster, Special Summon this card from the Graveyard. You can only use the effect of "Fishborg Planter" once per turn.
Nimble Angler	ABYR	NimbleAngler	Fish/Effect	Water	2	600	100			If this card is sent from the hand or Deck to the Graveyard: You can Special Summon up to 2 Level 3 or lower "Nimble" monsters from your Deck, except "Nimble Angler".
Shore Knight	ABYR	ShoreKnight	Warrior/Effect	Water	4	1400	1200			Once per turn, when the battle position of this face-up card on the field is changed: Send 1 WATER monster from your Deck to the Graveyard.
Mecha Sea Dragon Plesion	ABYR	MechaSeaDragonPlesion	Machine/Effect	Water	5	2300	1800			If you control a face-up Sea Serpent-Type monster, you can Normal Summon this card without Tributing. Once per turn: You can Tribute 1 WATER monster to target 1 face-up card your opponent controls; destroy that target.
Metallizing Parasite - Soltite	ABYR	MetallizingParasiteSoltite	Aqua/Union	Water	7	1000	500			Once per turn, you can either: Target 1 face-up monster you control; equip this card to that target, OR: Unequip this card and Special Summon it in face-up Attack Position. While equipped by this effect, the equipped monster cannot be targeted or destroyed by your opponent's monster effects. (A monster can only be equipped with 1 Union Monster at a time. If the equipped monster would be destroyed by battle, destroy this card instead.)
Moulinglacia the Elemental Lord	ABYR	MoulinglaciatheElementalLord	Sea Serpent/Effect	Water	8	2800	2200			Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by having exactly 5 WATER monsters in your Graveyard, and cannot be Special Summoned by other ways. When this card is Special Summoned: Discard 2 random cards from your opponent's hand (or their entire hand, if less than 2). You can only use the effect of "Moulinglacia the Elemental Lord" once per turn. If this card leaves the field, skip the Battle Phase of your next turn.
